period,stateid,stateName,sector,sectorName,entityid,entityName,plantid,plantName,generatorid,unit,technology,energy_source_code,energy-source-desc,prime_mover_code,balancing_authority_code,balancing-authority-name,status,statusDescription,nameplate-capacity-mw,nameplate-capacity-mw-units
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64228,Alta Mesa 640 LLC,54650,Alta Mesa Repower LLC,EXI2,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,9.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64228,Alta Mesa 640 LLC,54650,Alta Mesa Repower LLC,EXIS,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,9.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64229,"SEPV Sierra, LLC",64611,SEPV Sierra,1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,6.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64229,"SEPV Sierra, LLC",64611,SEPV Sierra,2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.3,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61344,Advanced Microgrid Solutions,61721,HEBT WLA 1,WLA01,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61344,Advanced Microgrid Solutions,61722,HEBT Irvine 1,IRV01,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61344,Advanced Microgrid Solutions,61722,HEBT Irvine 1,IRV1W,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,4.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61344,Advanced Microgrid Solutions,61723,HEBT Irvine 2,IRV06,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,2.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61344,Advanced Microgrid Solutions,61723,HEBT Irvine 2,IRV2W,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,3.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61112,"Cuyama Solar, LLC",60043,"Cuyama Solar, LLC",GEN01,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,40.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61589,RE Mustang Two LLC,62015,Mustang Two,M2BAR,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,50.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61589,RE Mustang Two LLC,62015,Mustang Two,M2WHI,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,100.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62060,CleanCapital,57982,Meridian Vineyards,PV-1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62060,CleanCapital,57982,Meridian Vineyards,PV-2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62060,CleanCapital,58073,SEPV 1,SEPV,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64311,Wind Wall 1 LLC,52162,85 A,WGNS,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OA,Out of service but expected to return to service in next calendar year,14.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64311,Wind Wall 1 LLC,52163,85 B,WTGN,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OA,Out of service but expected to return to service in next calendar year,21.2,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,63432,SkyHigh 2 Solar,64391,Firestone Walker Brewery - Phase 1,FWBP1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.6,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63432,SkyHigh 2 Solar,64402,El Dorado County,ELDCO,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63226,CalCom Energy,63486,D'Arrigo Brothers - Phase 4,DA04,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.7,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63226,CalCom Energy,63514,Moonlight Packing - Phase 2,MLO2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64579,,50881,Wheelabrator Shasta,GEN1,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OP,Operating,18.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64579,,50881,Wheelabrator Shasta,GEN2,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OP,Operating,18.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64579,,50881,Wheelabrator Shasta,GEN3,,Wood/Wood Waste Biomass,WDS,Wood Waste Solids,ST,CISO,California Independent System Operator,OP,Operating,18.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63763,Still Water Power LLC,64141,Still Water Power,4,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63609,Allergan,ALRGN,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63610,Baker,BAKER,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63611,CSU Long Beach,CSULB,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,2.5,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63612,DATS,DATS0,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63613,Downey,DOWNY,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,2.0,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63614,LAWRP,LAWRP,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63615,Long Beach Convention Center,LBCON,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63616,OCSD,OCSD1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,4.9,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63617,SOCCD,SOCCD,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,64579,Broadway 2 - UC Riverside,GEN1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,65186,Broadway 3 - UC Merced 1,GEN1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,65187,Broadway 3 - UCSB Lot 38,GEN1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,65188,Broadway 4 - Target Shafter,GEN1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64456,Orange Cove Irrigation District,65033,Kings River Syphon,UNIT1,1,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,0.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64456,Orange Cove Irrigation District,65033,Kings River Syphon,UNIT2,2,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,0.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64456,Orange Cove Irrigation District,65033,Kings River Syphon,UNIT3,3,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,0.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64456,Orange Cove Irrigation District,65033,Kings River Syphon,UNIT4,4,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,0.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,10458,Muck Valley Hydroelectric,GEN1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,29.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,50535,Mesa Wind Power Corp,WGNS,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,29.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,54298,Coram Energy LLC (ECT),GEWE,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,7.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,54299,Coram Energy LLC,GEWE,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,54300,CTV Power Purchase Contract Trust,GEWE,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,4.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,54300,CTV Power Purchase Contract Trust,SX1S,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OS,Out of service and NOT expected to return to service in next calendar year,0.1,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,54750,Coram Tehachapi,VW1,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,6.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,57774,Windstar 1,WGNS,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,120.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63235,Brookfield Renewable Trading and Marketing LP,57835,Alta Wind VIII,AW08,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,150.0,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,61143,Bridge Energy LLC,56090,Blacksand Generating Facility,D182,,Other Gases,OG,Other Gas,GT,CISO,California Independent System Operator,OP,Operating,4.0,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,61143,Bridge Energy LLC,56090,Blacksand Generating Facility,D189,,Other Gases,OG,Other Gas,GT,CISO,California Independent System Operator,OP,Operating,3.7,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,61143,Bridge Energy LLC,56090,Blacksand Generating Facility,D190,,Other Gases,OG,Other Gas,GT,CISO,California Independent System Operator,OP,Operating,0.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61105,ABEC #2 LLC,61501,ABEC #2 dba West-Star Dairy,GEN1,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61106,ABEC #3 LLC,61502,ABEC #3 dba Lakeview Dairy,GEN1,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61107,ABEC #4 LLC,61503,ABEC #4 dba CE&S Dairy,GEN1,,Other Waste Biomass,OBG,Other Biomass Gases ,IC,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,industrial-chp,Industrial CHP,63182,SunSelect Produce (California) Inc,61754,SunSelect1,1,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.3,MW
2021-06,CA,California,industrial-chp,Industrial CHP,63182,SunSelect Produce (California) Inc,61754,SunSelect1,2,,Natural Gas Internal Combustion Engine,NG,Natural Gas,IC,CISO,California Independent System Operator,OP,Operating,3.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64659,,59528,Solar Oasis LLC,OASIS,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,20.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61957,Kearny Mesa Storage LLC,62441,Kearny Mesa Storage LLC,U1,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61686,Chaffey Community College District,62150,Chaffey College Rancho Cucamonga Campus,SOLAR,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,4.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61987,Sonoma County Junior College District,62039,Santa Rosa Junior College Petaluma Solar,SRJCP,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61078,"CoreSite Real Estate 2972 Stender, L.P.",61464,"CoreSite Real Estate 2972 Stender, L.P.",G-2,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61078,"CoreSite Real Estate 2972 Stender, L.P.",61464,"CoreSite Real Estate 2972 Stender, L.P.",G-3,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61078,"CoreSite Real Estate 2972 Stender, L.P.",61464,"CoreSite Real Estate 2972 Stender, L.P.",G-5,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61078,"CoreSite Real Estate 2972 Stender, L.P.",61464,"CoreSite Real Estate 2972 Stender, L.P.",G-6,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,2.0,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61086,"CoreSite Real Estate 2901 Coronado, L.P.",61476,"CoreSite Real Estate 2901 Coronado, L.P.",G-1,,Petroleum Liquids,DFO,Disillate Fuel Oil,IC,CISO,California Independent System Operator,SB,Standby/Backup: available for service but not normally used,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63074,Reedley Community College Solar,234,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63418,DGS Wasco State Prison,1122,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63419,DGS Central California Womens Facility,1122,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,903,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,BA903,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,0.4,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,291,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,BA291,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,0.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,60777,"American Kings Solar, LLC",GEN01,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,128.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62885,"CalCity Solar 1, LLC",63054,CalCity Solar 1,CALTR,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-chp,IPP CHP,61939,"Clearway Energy, Inc",63439,Central CA Fuel Cell 1,CCFC1,,Other Natural Gas,NG,Natural Gas,FC,CISO,California Independent System Operator,OP,Operating,2.8,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61943,"North Rosamond Solar, LLC",59879,North Rosamond Solar LLC,GEN01,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,151.1,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61944,Goldman Sachs Renewable Power Group,56909,Gap Pacific Distribution Center,4,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.3,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61944,Goldman Sachs Renewable Power Group,56909,Gap Pacific Distribution Center,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.3,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61944,Goldman Sachs Renewable Power Group,56909,Gap Pacific Distribution Center,2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.3,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61944,Goldman Sachs Renewable Power Group,56909,Gap Pacific Distribution Center,3,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.3,MW
2021-06,CA,California,commercial-non-chp,Commercial Non-CHP,61944,Goldman Sachs Renewable Power Group,57764,Naval Air Weapons Station China Lake,1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,11.1,MW
2021-06,CA,California,commercial-chp,Commercial CHP,61261,Berkeley Cogeneration Facility,50849,PE Berkeley,GEN1,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,23.0,MW
2021-06,CA,California,commercial-chp,Commercial CHP,61261,Berkeley Cogeneration Facility,50849,PE Berkeley,GEN2,CC1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,5.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63125,Phelan Pinon Hills Community Services District,63376,Phelan Pinon Hills CSD Solar,PPHS,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61669,"AES Alamitos Energy, LLC",62115,AES Alamitos Energy Center,1A,CCT1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,231.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61669,"AES Alamitos Energy, LLC",62115,AES Alamitos Energy Center,1B,CCT1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,231.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61669,"AES Alamitos Energy, LLC",62115,AES Alamitos Energy Center,1S,CCT1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CA,CISO,California Independent System Operator,OP,Operating,216.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61670,"AES Huntington Beach Energy, LLC",62116,AES Huntington Beach Energy Project,1A,CCT1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,231.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61230,"CD Arevon USA, Inc.",58430,Centinela Solar Energy,CSE1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,34.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61230,"CD Arevon USA, Inc.",58430,Centinela Solar Energy,CSE2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,26.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61230,"CD Arevon USA, Inc.",58430,Centinela Solar Energy,CSE3,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,34.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61230,"CD Arevon USA, Inc.",58430,Centinela Solar Energy,CSE4,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,34.2,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,1122,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.6,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,BA112,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,0.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,62856,"Forefront Power, LLC",63947,DGS Valley State Prison,579,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,64407,Huntsman Wind,50552,GPS Cabazon Wind LLC,WGNS,,Onshore Wind Turbine,WND,Wind,WT,CISO,California Independent System Operator,OP,Operating,38.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,60869,"Solar Star California, XLIV, LLC",PB1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,9.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,60978,CSUF State College,PV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,60979,CSUF Nutwood Solar,PV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.9,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,61463,Vandenberg Solar Project,VBERG,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,25.3,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61944,Goldman Sachs Renewable Power Group,58906,Valley Center 1,VC1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,2.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63985,Hydroland Omega LLC,50892,Rock Creek LP,GEN1,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63985,Hydroland Omega LLC,50892,Rock Creek LP,GEN2,,Conventional Hydroelectric,WAT,Water,HY,CISO,California Independent System Operator,OP,Operating,1.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63424,"Silverstrand Grid, LLC",63735,Silverstrand Grid Energy Storage System,SLV01,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,11.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63198,RE-VFO LLC,63455,RE-VFO LLC,INV1,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63198,RE-VFO LLC,63455,RE-VFO LLC,INV2,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,0.5,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61277,"Vista Energy Storage, LLC",61661,Vista Energy Storage System	,VISTA,,Batteries,MWH,Electricity used for energy storage,BA,CISO,California Independent System Operator,OP,Operating,40.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61620,IOS II LLC,63414,IOS II-LAX9,IOSII,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,4.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61633,AVS Phase 2 LLC,62056,Lancaster,LANC,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,3.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,61670,"AES Huntington Beach Energy, LLC",62116,AES Huntington Beach Energy Project,1B,CCT1,Natural Gas Fired Combined Cycle,NG,Natural Gas,CT,CISO,California Independent System Operator,OP,Operating,231.0,MW
2021-06,CA,California,ipp-non-chp,IPP Non-CHP,63447,"Imperial Valley Solar 3, LLC",61202,Mount Signal Solar Farm V,MTSG3,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,252.3,MW
2021-06,CA,California,industrial-non-chp,Industrial Non-CHP,63452,Ralph's Grocery Company,63758,Kroger La Habra,KROLH,,Solar Photovoltaic,SUN,Solar,PV,CISO,California Independent System Operator,OP,Operating,1.2,MW
