DocumentType,BusinessType,ProcessType,TimeSeriesID,Quantity,CurveType,Resolution,SettlementDate,SettlementPeriod,PowerSystemResourceType,ActiveFlag,DocumentID,DocumentRevNum,datetime
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904581,6369.83,Sequential fixed size block,PT30M,2022-01-01,26,Wind Onshore,Y,NGET-EMFIP-AGPT-06398884,1,2022-01-01 13:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904580,6635.204,Sequential fixed size block,PT30M,2022-01-01,26,Wind Offshore,Y,NGET-EMFIP-AGPT-06398884,1,2022-01-01 13:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904579,1250.0,Sequential fixed size block,PT30M,2022-01-01,26,Solar,Y,NGET-EMFIP-AGPT-06398884,1,2022-01-01 13:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904578,1555.0,Sequential fixed size block,PT30M,2022-01-01,25,Biomass,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904577,796.0,Sequential fixed size block,PT30M,2022-01-01,25,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904576,271.0,Sequential fixed size block,PT30M,2022-01-01,25,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904575,0.0,Sequential fixed size block,PT30M,2022-01-01,25,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904574,3018.0,Sequential fixed size block,PT30M,2022-01-01,25,Fossil Gas,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904573,0.0,Sequential fixed size block,PT30M,2022-01-01,25,Fossil Oil,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904572,6794.0,Sequential fixed size block,PT30M,2022-01-01,25,Nuclear,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904571,198.0,Sequential fixed size block,PT30M,2022-01-01,25,Other,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904570,6205.424,Sequential fixed size block,PT30M,2022-01-01,25,Wind Onshore,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904569,6625.557,Sequential fixed size block,PT30M,2022-01-01,25,Wind Offshore,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904568,1260.0,Sequential fixed size block,PT30M,2022-01-01,25,Solar,Y,NGET-EMFIP-AGPT-06398883,1,2022-01-01 12:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904567,1351.0,Sequential fixed size block,PT30M,2022-01-01,24,Biomass,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904566,380.0,Sequential fixed size block,PT30M,2022-01-01,24,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904565,282.0,Sequential fixed size block,PT30M,2022-01-01,24,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904564,0.0,Sequential fixed size block,PT30M,2022-01-01,24,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904563,2681.0,Sequential fixed size block,PT30M,2022-01-01,24,Fossil Gas,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904562,0.0,Sequential fixed size block,PT30M,2022-01-01,24,Fossil Oil,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904561,6802.0,Sequential fixed size block,PT30M,2022-01-01,24,Nuclear,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904560,57.0,Sequential fixed size block,PT30M,2022-01-01,24,Other,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904559,6232.918,Sequential fixed size block,PT30M,2022-01-01,24,Wind Onshore,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904558,6639.373,Sequential fixed size block,PT30M,2022-01-01,24,Wind Offshore,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904557,1180.0,Sequential fixed size block,PT30M,2022-01-01,24,Solar,Y,NGET-EMFIP-AGPT-06398882,1,2022-01-01 12:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904556,1357.0,Sequential fixed size block,PT30M,2022-01-01,23,Biomass,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904555,104.0,Sequential fixed size block,PT30M,2022-01-01,23,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904554,320.0,Sequential fixed size block,PT30M,2022-01-01,23,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904553,0.0,Sequential fixed size block,PT30M,2022-01-01,23,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904552,2288.0,Sequential fixed size block,PT30M,2022-01-01,23,Fossil Gas,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904551,0.0,Sequential fixed size block,PT30M,2022-01-01,23,Fossil Oil,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904550,6806.0,Sequential fixed size block,PT30M,2022-01-01,23,Nuclear,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904549,74.0,Sequential fixed size block,PT30M,2022-01-01,23,Other,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904548,6134.814,Sequential fixed size block,PT30M,2022-01-01,23,Wind Onshore,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904547,6693.161,Sequential fixed size block,PT30M,2022-01-01,23,Wind Offshore,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904546,1140.0,Sequential fixed size block,PT30M,2022-01-01,23,Solar,Y,NGET-EMFIP-AGPT-06398881,1,2022-01-01 11:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904545,1344.0,Sequential fixed size block,PT30M,2022-01-01,22,Biomass,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904544,151.0,Sequential fixed size block,PT30M,2022-01-01,22,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904543,288.0,Sequential fixed size block,PT30M,2022-01-01,22,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904542,0.0,Sequential fixed size block,PT30M,2022-01-01,22,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904541,3249.0,Sequential fixed size block,PT30M,2022-01-01,22,Fossil Gas,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904540,0.0,Sequential fixed size block,PT30M,2022-01-01,22,Fossil Oil,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904539,6805.0,Sequential fixed size block,PT30M,2022-01-01,22,Nuclear,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904538,64.0,Sequential fixed size block,PT30M,2022-01-01,22,Other,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904537,6012.14,Sequential fixed size block,PT30M,2022-01-01,22,Wind Onshore,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904536,6769.856,Sequential fixed size block,PT30M,2022-01-01,22,Wind Offshore,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904535,1040.0,Sequential fixed size block,PT30M,2022-01-01,22,Solar,Y,NGET-EMFIP-AGPT-06398880,1,2022-01-01 11:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904534,1361.0,Sequential fixed size block,PT30M,2022-01-01,21,Biomass,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904533,151.0,Sequential fixed size block,PT30M,2022-01-01,21,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904532,284.0,Sequential fixed size block,PT30M,2022-01-01,21,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904531,0.0,Sequential fixed size block,PT30M,2022-01-01,21,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904530,3109.0,Sequential fixed size block,PT30M,2022-01-01,21,Fossil Gas,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904529,0.0,Sequential fixed size block,PT30M,2022-01-01,21,Fossil Oil,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904528,6798.0,Sequential fixed size block,PT30M,2022-01-01,21,Nuclear,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904527,80.0,Sequential fixed size block,PT30M,2022-01-01,21,Other,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904526,5799.489,Sequential fixed size block,PT30M,2022-01-01,21,Wind Onshore,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904525,6658.753,Sequential fixed size block,PT30M,2022-01-01,21,Wind Offshore,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904524,796.0,Sequential fixed size block,PT30M,2022-01-01,21,Solar,Y,NGET-EMFIP-AGPT-06398879,1,2022-01-01 10:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904523,1340.0,Sequential fixed size block,PT30M,2022-01-01,20,Biomass,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904522,68.0,Sequential fixed size block,PT30M,2022-01-01,20,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904521,293.0,Sequential fixed size block,PT30M,2022-01-01,20,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904520,0.0,Sequential fixed size block,PT30M,2022-01-01,20,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904519,3100.0,Sequential fixed size block,PT30M,2022-01-01,20,Fossil Gas,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904518,0.0,Sequential fixed size block,PT30M,2022-01-01,20,Fossil Oil,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904517,6801.0,Sequential fixed size block,PT30M,2022-01-01,20,Nuclear,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904516,58.0,Sequential fixed size block,PT30M,2022-01-01,20,Other,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904515,5814.631,Sequential fixed size block,PT30M,2022-01-01,20,Wind Onshore,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904514,6687.909,Sequential fixed size block,PT30M,2022-01-01,20,Wind Offshore,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904513,623.0,Sequential fixed size block,PT30M,2022-01-01,20,Solar,Y,NGET-EMFIP-AGPT-06398878,1,2022-01-01 10:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904512,1332.0,Sequential fixed size block,PT30M,2022-01-01,19,Biomass,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904511,0.0,Sequential fixed size block,PT30M,2022-01-01,19,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904510,293.0,Sequential fixed size block,PT30M,2022-01-01,19,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904509,0.0,Sequential fixed size block,PT30M,2022-01-01,19,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904508,2666.0,Sequential fixed size block,PT30M,2022-01-01,19,Fossil Gas,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904507,0.0,Sequential fixed size block,PT30M,2022-01-01,19,Fossil Oil,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904506,6808.0,Sequential fixed size block,PT30M,2022-01-01,19,Nuclear,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904505,57.0,Sequential fixed size block,PT30M,2022-01-01,19,Other,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904504,5771.297,Sequential fixed size block,PT30M,2022-01-01,19,Wind Onshore,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904503,6732.534,Sequential fixed size block,PT30M,2022-01-01,19,Wind Offshore,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904502,325.0,Sequential fixed size block,PT30M,2022-01-01,19,Solar,Y,NGET-EMFIP-AGPT-06398877,1,2022-01-01 09:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904501,1329.0,Sequential fixed size block,PT30M,2022-01-01,18,Biomass,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904500,0.0,Sequential fixed size block,PT30M,2022-01-01,18,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904499,277.0,Sequential fixed size block,PT30M,2022-01-01,18,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904498,0.0,Sequential fixed size block,PT30M,2022-01-01,18,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904497,2782.0,Sequential fixed size block,PT30M,2022-01-01,18,Fossil Gas,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904496,0.0,Sequential fixed size block,PT30M,2022-01-01,18,Fossil Oil,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904495,6814.0,Sequential fixed size block,PT30M,2022-01-01,18,Nuclear,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904494,59.0,Sequential fixed size block,PT30M,2022-01-01,18,Other,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904493,5499.422,Sequential fixed size block,PT30M,2022-01-01,18,Wind Onshore,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904492,6706.322,Sequential fixed size block,PT30M,2022-01-01,18,Wind Offshore,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904491,72.0,Sequential fixed size block,PT30M,2022-01-01,18,Solar,Y,NGET-EMFIP-AGPT-06398876,1,2022-01-01 09:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904490,1359.0,Sequential fixed size block,PT30M,2022-01-01,17,Biomass,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904489,0.0,Sequential fixed size block,PT30M,2022-01-01,17,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904488,279.0,Sequential fixed size block,PT30M,2022-01-01,17,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904487,0.0,Sequential fixed size block,PT30M,2022-01-01,17,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904486,2716.0,Sequential fixed size block,PT30M,2022-01-01,17,Fossil Gas,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904485,0.0,Sequential fixed size block,PT30M,2022-01-01,17,Fossil Oil,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904484,6804.0,Sequential fixed size block,PT30M,2022-01-01,17,Nuclear,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904483,77.0,Sequential fixed size block,PT30M,2022-01-01,17,Other,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904482,5186.688,Sequential fixed size block,PT30M,2022-01-01,17,Wind Onshore,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904481,6668.418,Sequential fixed size block,PT30M,2022-01-01,17,Wind Offshore,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904480,1.0,Sequential fixed size block,PT30M,2022-01-01,17,Solar,Y,NGET-EMFIP-AGPT-06398875,1,2022-01-01 08:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904479,1616.0,Sequential fixed size block,PT30M,2022-01-01,16,Biomass,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904478,0.0,Sequential fixed size block,PT30M,2022-01-01,16,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904477,276.0,Sequential fixed size block,PT30M,2022-01-01,16,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904476,0.0,Sequential fixed size block,PT30M,2022-01-01,16,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904475,2449.0,Sequential fixed size block,PT30M,2022-01-01,16,Fossil Gas,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904474,0.0,Sequential fixed size block,PT30M,2022-01-01,16,Fossil Oil,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904473,6807.0,Sequential fixed size block,PT30M,2022-01-01,16,Nuclear,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904472,55.0,Sequential fixed size block,PT30M,2022-01-01,16,Other,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904471,5118.906,Sequential fixed size block,PT30M,2022-01-01,16,Wind Onshore,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904470,6742.25,Sequential fixed size block,PT30M,2022-01-01,16,Wind Offshore,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904469,0.0,Sequential fixed size block,PT30M,2022-01-01,16,Solar,Y,NGET-EMFIP-AGPT-06398874,1,2022-01-01 08:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904468,1618.0,Sequential fixed size block,PT30M,2022-01-01,15,Biomass,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904467,0.0,Sequential fixed size block,PT30M,2022-01-01,15,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904466,239.0,Sequential fixed size block,PT30M,2022-01-01,15,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904465,0.0,Sequential fixed size block,PT30M,2022-01-01,15,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904464,2504.0,Sequential fixed size block,PT30M,2022-01-01,15,Fossil Gas,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904463,0.0,Sequential fixed size block,PT30M,2022-01-01,15,Fossil Oil,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904462,6806.0,Sequential fixed size block,PT30M,2022-01-01,15,Nuclear,Y,NGET-EMFIP-AGPT-06398873,1,2022-01-01 07:30:00+00:00
